Reaction	A01	A02	B01	B02	C01	C02	D01	D02	E01	E02	F01	F02	G01	H01	H25361	H25362	H25363	H25364	H25365
LYSt2r	0	0	0	0	0	0	0	0	0	0	0	0	1.164715243	0	0	0	0	0	0
L_LACD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L_LACD2	0	0	0	0	0	0	0	0	0	0	0	0	0.360655856	0	0	0	0	0	0
L_LACD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L_LACt2r	0	0	0	0	0	0	0	0	0	0	0	0	-999.6393441	0	0	0	0	0	0
MACCOAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALCOAPYRCT	0	0	0	0	0	0	0	0	0	0	0	0	-3.590025866	0	0	0	0	0	0
MALT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALT6PH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALTHXabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALTTRabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALTabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MALTpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAN6PI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCLOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCOATA	0	0	0	0	0	0	0	0	0	0	0	0	3.590025866	0	0	0	0	0	0
MCSNAH1r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METALA1c	0	0	0	0	0	0	0	0	0	0	0	0	0.436956039	0	0	0	0	0	0
METALAabc	0	0	0	0	0	0	0	0	0	0	0	0	0.436956039	0	0	0	0	0	0
METAT	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
METDabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METFR	0	0	0	0	0	0	0	0	0	0	0	0	-0.028568087	0	0	0	0	0	0
METSOX1abc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METSOX2abc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEVK1c	0	0	0	0	0	0	0	0	0	0	0	0	0.071484443	0	0	0	0	0	0
MG2abc	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
MK8t	0	0	0	0	0	0	0	0	0	0	0	0	-0.028568087	0	0	0	0	0	0
MLTG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLTG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLTG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLTG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLTG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLTP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNLpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNabc	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
MTAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFC	0	0	0	0	0	0	0	0	0	0	0	0	-496.3923777	0	0	0	0	0	0
MTHFD	0	0	0	0	0	0	0	0	0	0	0	0	-496.3923777	0	0	0	0	0	0
NACASPAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NACt2r	0	0	0	0	0	0	0	0	0	0	0	0	-0.057136173	0	0	0	0	0	0
NADK	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
NADK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NADS1	0	0	0	0	0	0	0	0	0	0	0	0	0.057136173	0	0	0	0	0	0
NAPRT	0	0	0	0	0	0	0	0	0	0	0	0	0.08570426	0	0	0	0	0	0
NAt3_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NH4tb	0	0	0	0	0	0	0	0	0	0	0	0	-996.0170107	0	0	0	0	0	0
NMNAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NMNPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NNAM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NNATr	0	0	0	0	0	0	0	0	0	0	0	0	0.057136173	0	0	0	0	0	0
NNDMBRT	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
NTD5	0	0	0	0	0	0	0	0	0	0	0	0	496.298338	0	0	0	0	0	0
NTPTP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O2t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAACL	0	0	0	0	0	0	0	0	0	0	0	0	-3.590025866	0	0	0	0	0	0
OAADC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OCDCAt2	0	0	0	0	0	0	0	0	0	0	0	0	0.299168822	0	0	0	0	0	0
OIVD1r	0	0	0	0	0	0	0	0	0	0	0	0	0.299168822	0	0	0	0	0	0
OIVD3	0	0	0	0	0	0	0	0	0	0	0	0	0.299168822	0	0	0	0	0	0
OMPDC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OROTPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAAI17P	0	0	0	0	0	0	0	0	0	0	0	0	0.025994343	0	0	0	0	0	0
PAI17P	0	0	0	0	0	0	0	0	0	0	0	0	0.025994343	0	0	0	0	0	0
PAPA180	0	0	0	0	0	0	0	0	0	0	0	0	0.025994343	0	0	0	0	0	0
PAPPT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAPPT3	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
PEPGLY	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
PETHCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFK_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PFK_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGAMT	0	0	0	0	0	0	0	0	0	0	0	0	-0.71484443	0	0	0	0	0	0
PGI	0	0	0	0	0	0	0	0	0	0	0	0	4.665526153	0	0	0	0	0	0
PGK	0	0	0	0	0	0	0	0	0	0	0	0	-999.6458427	0	0	0	0	0	0
PGL	0	0	0	0	0	0	0	0	0	0	0	0	999.1738506	0	0	0	0	0	0
PGM	0	0	0	0	0	0	0	0	0	0	0	0	-999.6458427	0	0	0	0	0	0
PGMT	0	0	0	0	0	0	0	0	0	0	0	0	3.839376755	0	0	0	0	0	0
PGMT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGPGT	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
PGPP180	0	0	0	0	0	0	0	0	0	0	0	0	0.092692551	0	0	0	0	0	0
PGPPAI17	0	0	0	0	0	0	0	0	0	0	0	0	0.092692551	0	0	0	0	0	0
PGPPI17	0	0	0	0	0	0	0	0	0	0	0	0	0.092692551	0	0	0	0	0	0
PGSA120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGSA140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGSA141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGSA160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGSA161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGSA180	0	0	0	0	0	0	0	0	0	0	0	0	0.092692551	0	0	0	0	0	0
PGSA181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGSAAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGSAAI17	0	0	0	0	0	0	0	0	0	0	0	0	0.092692551	0	0	0	0	0	0
PGSAI14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGSAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGSAI16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGSAI17	0	0	0	0	0	0	0	0	0	0	0	0	0.092692551	0	0	0	0	0	0
PHEt2r	0	0	0	0	0	0	0	0	0	0	0	0	0.633954831	0	0	0	0	0	0
PIabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIt6b	0	0	0	0	0	0	0	0	0	0	0	0	20.95396376	0	0	0	0	0	0
PMEVKc	0	0	0	0	0	0	0	0	0	0	0	0	0.071484443	0	0	0	0	0	0
PNTK	0	0	0	0	0	0	0	0	0	0	0	0	0.057136173	0	0	0	0	0	0
PNTOabc	0	0	0	0	0	0	0	0	0	0	0	0	0.057136173	0	0	0	0	0	0
PPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPAKr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPCDC	0	0	0	0	0	0	0	0	0	0	0	0	0.057136173	0	0	0	0	0	0
PPGPPDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIt2e	0	0	0	0	0	0	0	0	0	0	0	0	8.242256922	0	0	0	0	0	0
PPM	0	0	0	0	0	0	0	0	0	0	0	0	-496.5906034	0	0	0	0	0	0
PPNCL3	0	0	0	0	0	0	0	0	0	0	0	0	0.057136173	0	0	0	0	0	0
PRAIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PROt2r	0	0	0	0	0	0	0	0	0	0	0	0	0.579407154	0	0	0	0	0	0
PRPPS	0	0	0	0	0	0	0	0	0	0	0	0	0.630170676	0	0	0	0	0	0
PSD180	0	0	0	0	0	0	0	0	0	0	0	0	0.030897517	0	0	0	0	0	0
PSDAI17	0	0	0	0	0	0	0	0	0	0	0	0	0.030897517	0	0	0	0	0	0
PSDI17	0	0	0	0	0	0	0	0	0	0	0	0	0.030897517	0	0	0	0	0	0
PSSA180	0	0	0	0	0	0	0	0	0	0	0	0	0.030897517	0	0	0	0	0	0
PSSAAI17	0	0	0	0	0	0	0	0	0	0	0	0	0.030897517	0	0	0	0	0	0
PSSAI17	0	0	0	0	0	0	0	0	0	0	0	0	0.030897517	0	0	0	0	0	0
PTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTAr	0	0	0	0	0	0	0	0	0	0	0	0	-4.415368832	0	0	0	0	0	0
PTPAT	0	0	0	0	0	0	0	0	0	0	0	0	0.057136173	0	0	0	0	0	0
PTRCt2	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
PYDAMK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDAMabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDXK	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
PYDXNK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDXNabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYDXabc	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
PYK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYNP1r	0	0	0	0	0	0	0	0	0	0	0	0	0.125236573	0	0	0	0	0	0
PYNP2r	0	0	0	0	0	0	0	0	0	0	0	0	-496.4653668	0	0	0	0	0	0
PYRCT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8abc	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
RB5PE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBFK	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
RBK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RDH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIBFLVt2r	0	0	0	0	0	0	0	0	0	0	0	0	0.057136173	0	0	0	0	0	0
RMPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RMPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNDR1	0	0	0	0	0	0	0	0	0	0	0	0	0.065471605	0	0	0	0	0	0
RNDR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNDR3	0	0	0	0	0	0	0	0	0	0	0	0	0.03123898	0	0	0	0	0	0
RNDR4	0	0	0	0	0	0	0	0	0	0	0	0	496.3638096	0	0	0	0	0	0
RNTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNTR2	0	0	0	0	0	0	0	0	0	0	0	0	0.03123898	0	0	0	0	0	0
RNTR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNTR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPE	0	0	0	0	0	0	0	0	0	0	0	0	501.9530765	0	0	0	0	0	0
RPI	0	0	0	0	0	0	0	0	0	0	0	0	-497.2207741	0	0	0	0	0	0
RZ5PP	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
SALCpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBTpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERt2r	0	0	0	0	0	0	0	0	0	0	0	0	0.872587605	0	0	0	0	0	0
SGAT	0	0	0	0	0	0	0	0	0	0	0	0	0.149584411	0	0	0	0	0	0
SHEMEabc	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
SIAASE_OGLYCAN1e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIAASE_OGLYCAN2e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIAASE_OGLYCAN3e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SO4t2	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
SPMDabc	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
SUCCt2r	0	0	0	0	0	0	0	0	0	0	0	0	-0.360655856	0	0	0	0	0	0
SUCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUCpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUDPDGT	0	0	0	0	0	0	0	0	0	0	0	0	0.025994343	0	0	0	0	0	0
SUDPMGT	0	0	0	0	0	0	0	0	0	0	0	0	0.025994343	0	0	0	0	0	0
TDG3PACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA1S140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA1S160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA1S180	0	0	0	0	0	0	0	0	0	0	0	0	0.025994343	0	0	0	0	0	0
TECA1SAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA1SAI17	0	0	0	0	0	0	0	0	0	0	0	0	0.025994343	0	0	0	0	0	0
TECA1SI14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA1SI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA1SI16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA1SI17	0	0	0	0	0	0	0	0	0	0	0	0	0.025994343	0	0	0	0	0	0
TECA2S140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA2S160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA2S180	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECA2SAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA2SAI17	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECA2SI14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA2SI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA2SI16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA2SI17	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECA3S140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA3S160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA3S180	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECA3SAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA3SAI17	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECA3SI14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA3SI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA3SI16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA3SI17	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECA4S	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECA5S140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA5S160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA5S180	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECA5SAI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA5SAI17	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECA5SI14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA5SI15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA5SI16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TECA5SI17	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECAAE	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECAGE	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TECAUE	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
TGBPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THIORDXi	0	0	0	0	0	0	0	0	0	0	0	0	503.5082409	0	0	0	0	0	0
THMDt2r	0	0	0	0	0	0	0	0	0	0	0	0	-496.298338	0	0	0	0	0	0
THMt3	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
THRt2r	0	0	0	0	0	0	0	0	0	0	0	0	0.672274934	0	0	0	0	0	0
THZPSN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMDK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMDK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMDPK	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
TMDS	0	0	0	0	0	0	0	0	0	0	0	0	496.3638096	0	0	0	0	0	0
TMN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TPI	0	0	0	0	0	0	0	0	0	0	0	0	-3.475732651	0	0	0	0	0	0
TRDRr	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0
TRE6PH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREGLUDR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREpts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPt2r	0	0	0	0	0	0	0	0	0	0	0	0	0.196083787	0	0	0	0	0	0
TSULST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TYRt2r	0	0	0	0	0	0	0	0	0	0	0	0	0.399536548	0	0	0	0	0	0
UAAGDS	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
UACMAMAT	0	0	0	0	0	0	0	0	0	0	0	0	0.019495757	0	0	0	0	0	0
UAG2E	0	0	0	0	0	0	0	0	0	0	0	0	0.019495757	0	0	0	0	0	0
UAG2EMA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UAG4E	0	0	0	0	0	0	0	0	0	0	0	0	0.194957572	0	0	0	0	0	0
UAGCVT_r	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
UAGDP	0	0	0	0	0	0	0	0	0	0	0	0	0.71484443	0	0	0	0	0	0
UAGPT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UAGPT3	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
UAMAGS	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
UAMAS	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
UAPGR	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
UDCPDP	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
UDCPDPS	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
UDPG4E	0	0	0	0	0	0	0	0	0	0	0	0	-4.950634915	0	0	0	0	0	0
UGLT	0	0	0	0	0	0	0	0	0	0	0	0	4.950634915	0	0	0	0	0	0
UGMDDS	0	0	0	0	0	0	0	0	0	0	0	0	0.006498586	0	0	0	0	0	0
UMPK	0	0	0	0	0	0	0	0	0	0	0	0	496.6863187	0	0	0	0	0	0
UPPRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URAt2	0	0	0	0	0	0	0	0	0	0	0	0	496.4653668	0	0	0	0	0	0
URIDK3	0	0	0	0	0	0	0	0	0	0	0	0	-496.3638096	0	0	0	0	0	0
URIK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK3	0	0	0	0	0	0	0	0	0	0	0	0	3.590025866	0	0	0	0	0	0
URIK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK7	0	0	0	0	0	0	0	0	0	0	0	0	492.875341	0	0	0	0	0	0
URIK8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URIK9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTPATPT	0	0	0	0	0	0	0	0	0	0	0	0	-1.927659859	0	0	0	0	0	0
VALt2r	0	0	0	0	0	0	0	0	0	0	0	0	1.107217098	0	0	0	0	0	0
XANt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XPPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XTSNH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XU5PG3PL	0	0	0	0	0	0	0	0	0	0	0	0	501.9530765	0	0	0	0	0	0
XYLI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XYLI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YUMPS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZN2t4	0	0	0	0	0	0	0	0	0	0	0	0	-0.028568087	0	0	0	0	0	0
ZNabc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
biomass036	0	0	0	0	0	0	0	0	0	0	0	0	3.598131737	0	0	0	0	0	0
dreplication	0	0	0	0	0	0	0	0	0	0	0	0	3.598131737	0	0	0	0	0	0
pbiosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	3.598131737	0	0	0	0	0	0
r0060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r0777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
r2137	0	0	0	0	0	0	0	0	0	0	0	0	0.028568087	0	0	0	0	0	0
rtranscription	0	0	0	0	0	0	0	0	0	0	0	0	3.598131737	0	0	0	0	0	0
sink_PGPm1[c]	0	0	0	0	0	0	0	0	0	0	0	0	-7.20E-07	0	0	0	0	0	0
12DGR180ti	0	0	0	0.169320282	0.0266939	0	0	0	0	0	0	0	0.040502716	0	0	0	0	0	0
23PDE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23PDE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23PDE7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23PDE9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
